GT,Features1,Features2
2,74.350815,3.8941872
3,34.701603,34.565166
6,31.429832,-75.58896
4,9.824922,43.61627
5,-14.060636,-55.35121
5,-5.166882,-22.424934
5,-12.46542,-59.551502
6,22.634428,-58.72945
1,-52.96703,32.244465
7,-44.380623,-5.7860928
4,10.944421,34.17074
8,23.387499,-14.628514
3,63.416138,63.95788
9,-19.725714,48.024803
1,-55.434586,29.595005
0,-36.359226,-34.815876
1,-38.944416,21.26816
1,-22.6338,11.965282
0,-34.329517,-35.87612
2,51.07718,3.7171645
1,-36.952194,18.086107
3,25.296038,22.665218
4,21.212793,66.47386
4,9.67118,39.456524
9,-22.56147,18.213778
5,-3.3250375,-27.35169
5,-3.3247185,-23.041704
6,17.35328,-47.267822
7,-43.56918,4.6431737
7,-44.54378,-7.0092783
5,-7.811858,-30.361519
8,21.361355,-10.67843
9,-23.025295,50.728085
9,-11.32521,22.41305
8,34.87516,-21.709219
1,-51.438007,28.420496
5,-19.901478,-65.51311
8,27.887173,-14.483371
9,-23.256752,47.423042
6,33.952877,-73.931816
1,-52.23149,27.428328
7,-33.33386,2.029582
9,-13.393712,30.36637
2,46.35428,5.7740073
5,-7.351076,-39.785755
7,-44.86634,-6.2359858
7,-20.852287,-2.466383
1,-48.372036,29.334623
9,-28.067795,48.791313
1,-50.288486,26.713224
9,-21.007332,47.749886
4,9.543017,36.47455
6,31.581467,-74.04128
3,47.43455,49.030018
5,-11.240145,-34.11821
7,-37.989582,-5.970997
9,-23.024181,54.159058
8,41.1526,-20.054365
3,62.06535,55.250603
9,-25.131348,57.63004
1,-53.423683,30.590183
3,59.076138,54.524918
9,-27.024937,59.369343
6,23.064537,-56.29008
2,42.094635,6.400058
0,-37.49087,-33.858982
4,17.611118,55.005337
3,49.285686,42.394123
5,-2.6587367,-23.11027
4,9.401348,33.1126
0,-56.607918,-51.02832
8,41.379124,-21.290514
8,47.55206,-28.208372
4,11.524674,38.991245
1,-50.682583,30.064505
5,-2.4234428,-16.672146
5,-10.362128,-38.807655
7,-37.884922,-3.8552952
9,-17.575573,36.86702
5,-3.1670635,-32.91433
3,47.607197,46.526676
0,-37.71068,-33.50697
8,32.437145,-20.910204
3,46.37552,41.229042
6,27.112766,-68.113594
9,-23.591757,55.03629
8,38.09922,-21.07491
2,48.939083,3.1726828
1,-49.42564,23.94695
8,18.778532,-11.691068
2,56.54905,12.09031
3,22.003992,19.691654
9,-8.612906,32.06131
1,-42.33484,23.451567
4,9.777394,58.98106
1,-24.728012,14.3549
3,47.230022,49.30657
5,-4.890721,-37.272438
7,-39.17651,-8.699675
9,-10.2678175,19.074835
2,87.99587,10.702771
4,3.0108953,25.882883
3,50.852356,46.848614
3,26.508072,22.990332
3,48.625256,46.58624
0,-40.8028,-39.226833
2,61.509132,6.3672123
4,13.196764,45.013874
8,25.360779,-12.648903
0,-21.197784,-19.428305
7,-37.625584,-5.5299377
9,-17.637316,39.471844
2,46.12384,4.677807
6,21.073324,-62.447758
7,-51.51123,-7.5255494
9,-20.654678,38.96788
3,53.245087,44.858788
2,51.28266,4.7514467
6,25.14362,-64.8703
2,61.69215,4.273995
2,52.83714,8.432708
1,-42.07444,25.394583
1,-41.561016,24.903404
7,-28.350018,0.17794326
4,16.16058,80.36651
9,-12.587714,25.000906
3,28.628773,25.507877
5,-2.2406113,-19.882793
1,-48.492382,27.987024
1,-48.297832,29.40167
4,18.075275,62.811
1,-40.253475,23.903666
2,41.78464,4.323714
9,-11.364612,23.551315
8,32.324154,-19.9648
8,22.986004,-14.610735
0,-38.60833,-33.18882
6,13.308983,-49.50038
8,21.633724,-17.254595
9,-12.569211,40.31365
4,20.942045,58.719025
0,-32.46512,-31.172873
7,-55.7428,-9.739133
0,-38.416138,-29.433153
1,-55.486416,33.13729
0,-37.73068,-33.37042
6,21.021448,-61.540096
1,-46.142536,27.514784
4,9.537063,53.77935
8,32.68692,-18.535238
8,37.926434,-27.600584
4,2.8973064,39.758675
7,-52.619896,-9.728739
8,27.598272,-13.57541
1,-46.376053,28.62885
8,33.001633,-19.31814
1,-55.449722,30.571867
2,23.43579,1.3036942
3,39.170315,35.410336
6,34.02211,-78.17543
8,38.42564,-28.251902
3,39.302887,35.695896
8,33.583206,-21.669434
2,43.762527,6.4596763
1,-47.212566,26.059654
9,-18.700605,47.361122
3,34.292133,35.524044
2,59.595097,8.630825
1,-54.1844,33.31456
4,25.21595,57.38206
5,-17.162624,-68.18318
0,-49.605053,-43.859104
3,41.599026,36.15106
9,-25.376453,51.00455
5,-10.867297,-54.41613
0,-42.951313,-38.272766
0,-34.15508,-33.246956
3,37.09584,43.656387
1,-43.946335,25.93279
7,-32.79672,-2.6124537
4,7.430906,50.789646
4,5.02008,22.120089
6,25.417866,-65.93946
5,-6.4165277,-38.122093
8,52.355843,-37.063572
8,29.123299,-18.375772
9,-22.688972,45.84149
3,41.438904,40.903248
5,-12.278105,-47.758244
5,-2.7911005,-21.28549
2,53.608532,11.234425
8,32.232327,-18.36729
2,49.822773,7.5844116
5,-5.95624,-34.024193
4,19.209402,55.521606
4,12.065922,40.220657
0,-50.313206,-47.419323
7,-44.00816,-6.8508453
8,37.546608,-24.015175
6,26.48246,-68.12669
4,10.000263,51.75312
5,-3.555423,-19.673367
0,-40.740074,-34.95578
2,42.503887,2.993218
6,19.084328,-57.05074
2,40.586246,11.125825
4,13.597404,49.917522
2,48.60403,6.2514324
0,-50.003513,-46.003174
7,-33.311935,-2.6455288
1,-51.86226,31.926271
7,-43.49849,-3.3751836
1,-54.78403,31.890268
0,-37.800385,-27.948757
9,-13.4758835,34.102787
5,-5.52143,-33.470592
1,-56.482075,29.421415
1,-45.64683,29.725492
1,-47.9782,28.137953
5,-4.4797015,-32.2379
7,-49.303944,-7.891402
3,41.16548,40.60887
1,-45.409443,24.420248
0,-54.261074,-51.83077
7,-37.753494,-2.3391802
1,-51.634705,28.315126
8,43.829277,-25.342607
2,71.72056,13.038972
6,34.560238,-77.99856
5,-17.49134,-64.30242
5,-7.654008,-49.890568
6,25.393473,-69.82422
0,-36.119198,-40.34116
7,-54.125767,-9.88084
9,-19.054108,46.40933
8,38.638363,-25.6853
1,-59.153706,31.748322
9,-20.610275,49.077755
4,25.912163,89.609
0,-37.363163,-35.72283
4,14.024684,67.01792
1,-47.45242,26.5133
4,22.558126,69.34668
2,55.28886,16.468727
1,-38.95465,22.837534
3,44.768623,38.50064
0,-51.22634,-51.25148
4,21.208029,59.22907
5,-14.107043,-69.805374
5,-12.960649,-82.628716
0,-37.240093,-32.956886
6,25.915228,-68.19734
5,-5.083234,-30.656439
7,-38.229984,5.7456694
6,21.972397,-51.831158
8,11.652836,-5.9116926
0,-52.730953,-46.951225
0,-42.936394,-43.798943
6,22.139462,-62.999676
1,-49.683647,28.31798
4,13.124652,71.307976
2,68.182106,3.8578382
7,-49.308857,-6.1774106
3,52.772472,49.36732
5,-13.585443,-47.951416
4,17.19106,60.462914
7,-60.003513,-8.830377
5,-12.922309,-58.104427
3,46.75574,40.514736
6,30.376343,-72.35558
3,49.762154,46.642654
7,-66.31179,-11.261465
2,64.852844,6.550433
8,47.774147,-35.826466
6,22.26046,-63.219376
9,-27.080654,64.427956
9,-18.770065,39.922165
2,80.37875,8.349414
8,28.03312,-15.056492
1,-51.01594,28.626436
5,-15.297948,-67.87396
7,-52.514538,-11.099675
5,-16.99529,-62.48724
2,69.34679,3.9060605
4,9.887086,47.686848
5,-14.989296,-67.05169
7,-33.252167,-5.707769
0,-44.364902,-35.65887
2,50.547188,2.0197847
8,54.014584,-34.26751
7,-44.97182,-8.352815
0,-50.23791,-42.8185
3,45.08419,46.8108
2,60.090584,10.68992
1,-52.165348,29.572302
7,-58.732037,-12.44826
5,-2.6434479,-34.95189
8,48.777718,-37.188442
5,-7.760555,-43.473442
8,55.94352,-38.81125
9,-14.146845,35.940205
3,45.55647,49.648087
7,-67.41605,-12.0021105
0,-45.930294,-48.78033
8,41.460117,-30.845623
6,30.670168,-79.7816
6,14.170965,-39.690186
0,-47.527008,-42.129333
7,-57.28654,-7.401073
2,59.150677,5.413644
4,15.516824,59.826233
7,-57.395126,-7.786801
2,53.100178,2.6283937
6,21.446196,-59.243355
1,-45.793247,28.032656
6,28.614902,-84.41872
2,61.455402,12.608128
1,-53.0397,30.367636
8,39.511818,-22.231615
2,72.473076,10.423145
8,60.11104,-38.784134
8,36.379642,-25.918646
2,46.313107,10.401751
8,60.11448,-32.45785
3,15.062587,14.126833
7,-59.251347,-11.517865
3,55.37556,53.32147
7,-59.484337,-12.406851
5,-6.8287144,-38.67045
4,16.861582,65.073105
9,-27.036877,49.669106
7,-62.11382,-14.907062
2,52.39222,6.7024193
7,-53.78506,-8.529964
3,47.52859,47.79855
3,52.42082,51.64629
2,79.151665,5.8535676
7,-56.985386,-11.965374
3,28.502392,26.74466
4,19.998653,74.20996
6,27.832153,-75.64666
5,-11.364997,-67.701584
1,-60.082478,32.238514
4,21.742481,67.53637
7,-28.388554,-2.6838496
3,42.801197,44.662113
3,34.54624,26.836702
3,46.436165,45.42112
0,-33.300747,-35.390545
8,49.70633,-35.987377
9,-8.680006,16.81582
4,20.739206,61.035614
6,19.092766,-49.998127
5,-11.474944,-72.48936
9,-14.493209,27.769453
4,12.131793,48.801933
5,-8.53106,-34.222263
1,-54.88467,31.863802
9,-22.100626,48.32448
1,-55.10818,29.181345
2,48.66862,6.213211
9,-25.675798,42.013203
3,50.947823,49.80167
7,-61.314716,-10.764334
0,-28.047043,-26.973867
4,17.25148,63.067783
5,-11.453385,-46.29127
3,42.26331,34.70016
5,-7.989943,-46.363506
7,-54.020947,-9.23577
3,26.737204,27.791975
3,57.253742,53.43427
0,-47.5529,-43.218708
3,58.86876,58.85055
6,29.894615,-84.07594
0,-36.086926,-39.417988
6,34.803764,-77.69877
2,72.09174,5.727
6,26.253727,-59.65443
5,-11.81367,-63.20059
5,-11.774307,-57.866795
5,-13.657046,-62.380806
7,-52.4203,-5.4750857
6,19.671398,-55.48232
5,-6.1582108,-34.34859
3,47.722675,45.86574
1,-56.119205,32.52384
1,-54.77811,30.101736
9,-30.24944,54.061554
5,-11.5530815,-49.37866
0,-52.163845,-47.147198
2,52.62714,2.4119518
1,-51.40667,28.238245
5,-10.658235,-54.006046
8,27.849323,-17.970455
9,-29.451508,61.317993
9,-21.889713,54.91025
9,-27.595768,53.79602
7,-50.88881,-9.796399
8,43.300545,-26.477295
1,-53.92185,30.841228
4,19.076096,72.784454
5,-11.112184,-60.213245
1,-38.88512,23.805624
8,36.88061,-22.377615
0,-40.617725,-37.94404
5,-8.221348,-33.829548
6,27.913706,-62.7162
2,45.198063,6.919294
0,-37.7046,-30.853453
7,-36.17297,-0.26623064
9,-28.600334,60.197315
3,42.670494,46.914913
6,18.958612,-54.358517
9,-21.06284,46.03432
8,54.75222,-40.612064
6,24.700047,-64.08368
8,32.069023,-12.249462
6,30.110176,-74.36916
5,-10.55098,-62.28748
7,-34.779156,2.9175367
6,22.691877,-61.380978
7,-44.975597,-5.981909
1,-42.916805,26.168001
8,33.509266,-23.258593
1,-32.061447,19.299047
2,55.32558,4.504058
9,-21.029713,36.37688
0,-48.189903,-51.255512
8,10.644506,-6.449218
5,-11.658818,-64.72181
9,-22.857487,53.628567
5,-13.885684,-68.09334
2,55.60323,8.221785
6,26.749113,-72.38338
3,62.475227,55.353687
6,24.764305,-54.882114
5,-14.66373,-70.70453
1,-54.24396,29.497473
5,-12.511238,-63.40121
5,-8.808373,-38.304344
9,-27.76387,61.237537
8,25.96469,-14.981187
4,28.092659,67.1413
4,21.043636,83.80766
2,69.47591,6.000276
3,46.97337,38.96761
1,-59.87258,31.476854
8,21.835838,-11.062333
9,-24.27773,54.41691
2,72.21081,6.456081
4,18.233446,52.82225
8,46.353,-30.171312
9,-27.585384,64.12623
4,8.7863245,64.54556
1,-50.261948,27.765867
8,14.731651,-8.332568
3,55.345757,51.36824
4,8.523912,31.367378
9,-22.841135,60.189404
0,-51.472523,-50.656372
2,66.35988,-0.70605767
2,78.75726,9.343675
0,-38.851597,-34.672405
6,21.479269,-43.445515
6,22.968426,-62.566162
8,25.184479,-16.222696
0,-40.2844,-38.933254
3,45.151558,42.23933
4,12.603524,48.384052
5,-8.877017,-41.676632
0,-46.882248,-41.981472
3,54.535072,55.65437
6,26.483927,-66.01042
2,48.82287,5.919227
0,-48.624966,-48.328526
3,38.82915,35.379025
1,-50.007,29.252985
8,41.513927,-28.885386
2,52.674328,8.48462
4,27.257267,73.79761
3,54.512173,56.470375
0,-48.79383,-45.710842
4,20.950706,81.13628
4,15.454589,78.736565
6,27.13815,-76.814415
3,44.594776,40.0659
8,37.104473,-23.45429
8,53.282314,-36.657803
1,-52.01421,31.198675
1,-51.261944,29.671618
2,58.326782,3.5915565
0,-57.18585,-50.85731
3,57.07827,60.405178
7,-38.861053,-2.5690813
4,18.534866,58.300274
1,-22.350895,12.4309845
5,-10.027984,-46.607285
9,-17.751392,39.89911
6,25.424887,-74.974915
2,72.53581,13.7931
7,-59.954464,-9.198486
7,-43.214703,-4.827821
9,-25.129795,52.128414
5,-7.6716213,-49.777927
1,-54.597843,29.086996
1,-52.43162,31.688871
2,64.032394,7.153174
6,34.02602,-69.065216
3,56.52054,59.104153
5,-9.463162,-48.818058
4,9.373828,33.548313
4,6.179156,55.85418
5,-11.501851,-56.983288
4,14.231486,86.631165
6,34.17447,-88.605446
0,-41.16909,-41.991184
7,-39.7878,5.1053014
2,36.69161,3.2474468
8,39.982418,-24.714493
4,27.658438,78.073166
6,31.751305,-84.251144
5,-15.503564,-57.83039
6,27.618801,-76.310715
1,-54.922993,32.27359
0,-47.18078,-45.555515
7,-38.160774,-2.3171945
2,67.955246,6.334082
0,-33.02373,-30.284872
3,47.673664,46.44654
9,-25.14062,46.662178
7,-60.00302,-8.646084
3,29.420263,27.158253
4,18.374874,71.66907
1,-55.234116,31.995436
7,-58.248962,-7.5410438
2,68.77722,11.661102
1,-51.247192,28.378283
2,23.093418,3.0432663
9,-24.067793,44.02483
0,-32.479603,-33.51444
1,-56.1943,31.279474
9,-23.90945,52.26625
7,-64.636444,-9.734921
4,9.6701355,47.566154
1,-57.399624,31.997278
8,24.51022,-15.221355
4,24.27163,82.94229
6,31.349482,-74.594574
0,-50.365498,-49.507214
6,31.157726,-68.393845
0,-59.855583,-55.9651
5,-13.939763,-68.5578
1,-49.317677,28.535288
2,68.86322,7.614594
7,-62.08085,-9.485277
8,53.70726,-34.84897
5,-12.308614,-61.506195
6,22.225792,-57.437115
7,-62.288845,-8.81304
9,-12.72135,42.43282
1,-55.815273,32.84793
0,-11.3892,-11.818069
3,54.417336,47.190464
9,-21.102135,56.696968
3,51.205154,44.41983
8,30.656916,-20.174704
3,50.428394,41.68593
1,-50.429348,29.983858
1,-52.265736,30.042387
7,-19.467224,-0.40137488
6,22.689528,-62.839138
1,-31.544928,17.074802
9,-26.452713,52.81478
1,-27.057508,16.867777
7,-54.463665,-10.65884
6,24.793964,-56.493732
4,15.333945,51.79474
7,-57.446083,-14.369718
3,44.953117,41.993465
9,-13.289498,35.074085
0,-50.16512,-46.03927
3,61.161484,55.214466
2,71.71558,7.5500917
5,-7.722915,-37.333576
6,31.414764,-75.34197
9,-21.860933,52.503864
0,-34.262203,-33.682964
7,-27.646477,-2.7691684
8,44.92447,-28.799295
9,-9.080489,22.641533
9,-24.251762,42.641937
9,-23.808617,54.84983
4,20.040525,63.410683
6,25.123646,-65.39829
3,59.314228,58.35511
1,-52.500324,28.96169
5,-13.059612,-53.588493
9,-14.669248,31.687078
4,15.566741,71.211975
2,26.715694,4.3167734
8,34.975307,-20.510468
7,-58.79594,-7.985694
1,-53.063885,28.499062
6,29.915058,-70.85494
5,-12.526252,-73.18612
7,-36.419315,-3.9666615
0,-39.417896,-39.148315
8,17.315125,-10.977878
6,31.477852,-70.21717
2,63.13681,7.2672305
6,27.008423,-81.743805
9,-14.474158,52.10119
3,38.764538,39.054527
6,19.759035,-48.702938
3,51.352192,50.445026
2,50.918922,5.995781
8,33.514137,-18.862753
8,51.28492,-31.751974
1,-57.490345,31.069708
6,21.2914,-45.205715
4,14.774972,70.5821
3,46.74441,46.83626
7,-58.668957,-8.836996
6,27.53266,-72.070145
5,-17.458675,-66.731544
3,50.169117,47.91347
7,-63.560215,-10.778272
0,-49.841755,-45.881313
2,44.756657,1.898895
8,50.877113,-32.129
2,59.073208,3.1700752
0,-48.525227,-44.77293
0,-40.008907,-32.53121
0,-52.036594,-43.41152
0,-40.26456,-41.182095
5,-8.281019,-56.232765
7,-63.245262,-10.81831
7,-19.279015,-1.3419327
7,-54.36125,-8.558674
1,-44.102333,24.500906
9,-22.133797,46.553646
3,32.883736,29.73873
5,-13.792368,-75.33492
8,47.194183,-30.678877
9,-25.749668,66.001236
3,32.917133,30.586893
8,47.851265,-32.552372
0,-45.619434,-42.60822
9,-32.662987,58.370228
8,36.35003,-26.620548
6,29.811543,-75.54417
9,-10.763719,27.826265
8,44.84659,-29.369606
9,-22.309021,48.204266
2,68.20971,5.7401495
1,-49.88223,28.859625
3,58.44193,56.855156
4,22.418009,69.52435
6,22.526867,-52.48116
6,29.558468,-68.67385
1,-54.67039,29.233086
7,-54.031384,-10.447492
2,65.14483,3.583426
8,43.407543,-27.650278
9,-28.355785,56.858585
3,44.09764,40.100864
2,55.676277,4.164412
1,-52.81615,31.172293
5,-16.9302,-75.47369
7,-56.27383,-9.215088
2,58.991573,4.1429224
3,52.33976,49.234814
2,42.718662,4.9072723
5,-14.951988,-60.691547
4,17.305334,71.67185
6,13.391161,-30.395855
8,45.00112,-27.601894
5,-15.556365,-67.60919
4,25.103376,82.826996
2,53.879967,5.3074727
6,30.351845,-83.929474
3,39.551434,35.394657
5,-12.576421,-61.000443
3,59.10541,52.95048
0,-40.69104,-37.10784
3,48.483936,46.271828
1,-52.994686,31.975183
6,35.652023,-76.69217
2,73.21308,8.332793
2,65.694786,5.782225
3,39.924942,32.44858
6,21.78362,-53.76665
4,20.396479,68.509705
1,-52.027782,31.226679
5,-8.073307,-32.277386
9,-22.859852,50.37105
6,27.187363,-75.63662
2,55.50619,9.079425
7,-30.655827,-1.6292342
8,55.39563,-35.503498
8,46.789833,-28.896608
0,-49.81107,-49.232185
9,-23.277298,53.19747
3,53.79278,46.58297
0,-41.548985,-40.63846
1,-42.128967,24.573828
1,-50.806103,31.77677
8,53.475895,-34.46489
2,54.498928,9.060975
3,41.300396,41.86932
3,37.51244,35.302517
6,22.380701,-47.538826
4,19.289406,57.94188
6,29.89501,-67.623344
5,-10.064359,-54.053318
6,16.751913,-46.983463
6,23.068165,-66.80825
8,39.483837,-26.300936
7,-34.240944,-4.494972
8,21.116251,-12.922611
8,53.698666,-34.980854
6,25.356762,-57.270306
9,-22.703335,50.294655
0,-37.701595,-34.067184
0,-34.4729,-33.558895
5,-8.825362,-44.97053
1,-47.026993,29.543322
5,-16.947212,-79.22655
2,48.986492,5.75321
1,-42.68015,24.216211
3,46.22184,43.214912
7,-49.16961,-8.983376
4,19.811825,73.37952
9,-27.644257,65.93366
5,-9.343478,-45.491863
3,32.530987,35.459652
6,18.025675,-62.725086
6,33.285217,-83.45409
7,-37.393856,-3.9228876
6,19.237011,-39.02103
8,18.326714,-10.211541
2,52.32436,4.013117
9,-23.504387,53.083755
7,-27.965149,-4.425366
6,31.295647,-71.96745
4,10.650503,73.47135
2,72.42024,7.361969
0,-34.021515,-31.735077
7,-45.58306,-6.5935006
2,51.681595,6.5449862
1,-48.777973,28.276026
4,15.922963,64.91897
5,-9.487474,-44.55731
8,54.45964,-34.01611
6,32.42434,-68.71622
8,32.345955,-22.045443
2,51.260292,7.4405985
6,26.88093,-67.75765
5,-10.9076395,-41.190113
0,-41.367664,-38.30762
0,-28.085682,-29.152494
3,57.833546,55.514805
5,-6.921003,-36.35499
7,-58.8445,-9.987265
4,10.82249,62.661507
1,-52.289783,28.312513
2,57.815723,3.722756
1,-46.140606,25.65769
0,-42.035828,-38.968765
2,41.505,7.5393047
8,47.46568,-27.334908
2,63.684166,6.9437428
1,-44.672718,28.633444
1,-52.7421,30.010078
7,-50.995243,-4.3152566
2,77.71231,12.138376
1,-45.65436,28.257355
2,55.394047,11.374188
8,52.219822,-28.614134
9,-27.19743,62.974205
3,32.887054,31.679203
6,35.41084,-81.9608
8,31.841763,-16.100649
6,18.68792,-47.134624
7,-50.97307,-8.44639
7,-52.92083,-11.156002
1,-51.450603,31.951801
4,25.387821,69.51198
7,-46.905743,-6.2133684
1,-51.624195,29.515348
7,-54.007603,-8.113917
1,-27.231758,18.11986
0,-42.52999,-35.595654
0,-52.818493,-50.97845
1,-50.96661,30.087896
3,52.07954,49.334446
4,20.250568,59.01208
6,30.953985,-74.88159
4,18.552805,66.65467
0,-48.40033,-42.80261
4,17.158495,51.127563
2,58.715168,10.165724
5,-6.5266685,-42.423553
1,-48.043877,27.634739
7,-35.986145,-1.1473417
1,-45.085365,26.199446
4,17.936983,55.616077
9,-17.922361,40.725597
4,19.560501,53.92644
7,-35.250282,-4.583843
9,-21.090199,46.26698
9,-6.032193,18.750547
7,-43.131405,-3.9865637
3,53.057167,43.08769
2,48.090504,9.564994
7,-41.828014,-6.7439322
6,30.675362,-73.90864
0,-43.10056,-37.751766
5,-13.394561,-47.927063
5,-9.788224,-51.245403
3,32.049557,23.11256
1,-45.099915,26.713387
9,-25.708605,55.600956
0,-41.261105,-46.621136
4,10.677685,42.856327
9,-13.685416,46.07524
3,35.501095,31.846346
3,46.903538,46.867588
9,-21.608448,55.892174
0,-60.614933,-56.598164
0,-44.484577,-38.928112
8,23.14416,-10.560121
8,53.733303,-30.376472
8,25.485176,-14.104843
7,-33.471043,-4.371582
6,32.56006,-78.67101
9,-24.815943,56.558018
9,-16.139954,44.31824
0,-43.958405,-40.011463
2,53.339325,4.36234
6,28.26992,-77.454475
2,68.7961,6.169397
3,36.46043,28.284925
8,19.291357,-9.086132
0,-41.149345,-42.483444
7,-50.944653,-9.081195
4,21.102001,61.488186
1,-53.036648,28.2973
6,31.325394,-63.616932
2,77.80563,9.434685
3,39.30278,36.098133
7,-26.031408,-2.7809367
7,-34.313793,-2.3672488
0,-45.42326,-44.255096
0,-47.230717,-40.664997
9,-19.803745,50.674656
1,-46.371777,28.501501
1,-55.94672,31.01741
4,20.975227,70.436104
6,23.139147,-61.88008
8,50.94272,-27.449932
2,65.38088,7.466016
8,48.379433,-25.718096
9,-5.1676173,12.268519
1,-48.643223,28.867777
2,58.676888,9.97645
2,62.67223,13.876016
3,45.31888,46.426346
9,-26.29234,52.467243
1,-59.29637,32.642353
3,28.535809,18.940668
1,-55.65984,27.191582
1,-48.94664,30.262695
0,-49.612343,-46.26745
8,53.18619,-33.748573
3,49.99058,43.153225
4,17.028801,62.95814
7,-61.125546,-12.987987
2,64.88103,8.616413
8,26.842312,-14.404276
9,-22.54473,43.59137
5,-10.852794,-53.10252
8,53.20676,-33.433132
8,43.99882,-25.42729
2,46.12218,8.076427
4,16.817635,78.51883
8,40.86203,-28.348047
5,-7.9019513,-47.100677
6,31.725021,-79.17717
3,21.197851,21.911568
6,32.41782,-84.20906
2,53.59824,9.811126
9,-26.859756,53.28182
9,-24.83094,55.920834
2,52.875263,2.896344
0,-56.799076,-49.91422
9,-25.257301,52.8988
5,-6.5013623,-51.887535
6,29.279078,-68.38318
4,9.965838,55.747383
0,-45.87651,-40.814983
5,-12.878867,-62.44996
5,-3.7517567,-25.061407
5,-11.416002,-46.0032
3,47.139595,43.859203
1,-33.344357,21.43849
3,47.400517,44.40374
9,-13.757995,29.291542
6,21.82595,-67.89983
0,-45.05996,-42.951298
3,56.49722,51.403522
0,-44.44651,-43.3601
1,-49.076344,29.186941
9,-19.819584,45.025326
2,63.276,3.2939498
7,-53.266254,-8.753711
5,-11.858985,-49.925606
9,-16.347195,29.949778
0,-38.70942,-29.922422
0,-40.831444,-34.730915
3,40.99256,34.690445
3,56.188213,48.532295
7,-30.434826,-3.7692232
6,12.918111,-33.268932
1,-47.984535,31.621275
0,-44.109764,-45.04846
5,-6.7862377,-32.197823
9,-7.890735,27.63395
5,-14.204045,-57.671806
4,18.77443,83.80479
9,-25.36834,54.47028
2,54.439606,10.445141
8,51.21793,-30.957449
9,-25.445557,51.678417
0,-39.166004,-35.144436
0,-26.542252,-21.981834
9,-26.825178,59.919468
9,-23.164352,51.198982
0,-49.84447,-51.198223
6,28.494312,-70.114784
1,-44.35185,26.55461
5,-17.830486,-74.12726
2,49.072678,3.4909644
4,1.4949231,53.086193
3,55.124023,50.006413
6,22.9649,-48.40317
4,24.780313,81.53942
1,-40.274704,23.254198
5,-6.600415,-33.59873
1,-53.825554,30.30744
6,35.878838,-87.84473
8,49.519863,-30.178122
7,-40.238922,-6.199723
6,37.95027,-75.33872
8,69.36087,-46.12977
2,48.804817,7.006215
9,-26.513798,58.103226
3,54.08087,47.536343
0,-53.22401,-45.434994
8,48.050858,-33.687298
1,-41.26649,25.948668
7,-52.00904,-4.441854
2,57.77129,7.017144
4,16.161512,74.60915
3,47.08647,39.33576
7,-45.900726,-4.3469267
4,21.315868,77.96465
9,-22.469515,48.0271
7,-55.63886,-5.456845
5,-1.1872005,-57.137753
8,38.449585,-23.991701
2,48.462494,8.917234
9,-31.173069,62.241688
0,-48.68942,-45.922577
0,-44.176373,-40.5427
5,-9.321484,-48.118725
1,-44.66164,26.64268
2,43.118862,10.281689
2,46.54087,9.70939
1,-45.17437,23.447386
3,44.936245,34.201466
9,-23.17169,48.7955
4,15.663099,71.228745
0,-50.011562,-45.063164
5,-9.576022,-58.39457
7,-27.176113,-4.9326396
6,35.826035,-84.984146
4,3.8382697,31.329798
7,-61.123447,-11.101806
9,-19.698744,40.64124
8,58.848038,-37.405502
1,-49.599575,30.444128
9,-23.506018,58.813282
4,7.7820544,72.74808
9,-24.145395,58.21345
6,23.06434,-61.460953
7,-43.671112,-2.925088
3,55.241993,51.025444
4,14.749913,75.65107
6,12.887694,-24.721006
1,-50.910625,34.547153
4,11.35828,62.425655
5,-12.989061,-52.947803
4,19.80707,76.88932
8,48.185947,-24.696056
5,-16.222542,-75.29969
8,48.108524,-29.426058
1,-44.41134,24.44354
0,-42.88019,-42.758224
6,17.591768,-37.981102
9,-23.518185,49.769543
0,-29.78233,-31.948812
3,42.85617,43.569862
1,-48.68279,28.111021
2,37.7392,5.343582
2,67.764534,3.46756
7,-36.75159,-2.9025736
9,-31.691833,67.12408
8,58.02716,-33.6782
8,23.37409,-12.816416
1,-42.7725,27.950377
5,-4.1642623,-24.181368
6,27.223677,-66.28793
2,70.32324,8.686981
1,-44.01795,25.089764
3,42.51718,41.763744
0,-47.717422,-42.66685
4,22.615463,81.4055
4,10.186412,47.939068
7,-54.295467,-3.4419482
5,-10.001832,-44.198574
0,-28.205433,-26.66442
3,50.380787,50.175526
5,-4.9456816,-37.170635
9,-20.452583,51.380215
1,-53.6358,29.353079
4,14.988378,62.944614
7,-61.451996,-11.458063
3,40.197464,39.262627
9,-15.229372,27.083035
4,16.83284,43.6589
9,-21.85519,48.28834
2,35.507057,9.1739235
7,-15.820483,-0.42312887
0,-42.011547,-41.594334
2,32.61465,2.9720626
5,-7.078332,-40.4362
9,-28.720293,59.442413
0,-35.63793,-33.71339
1,-58.373817,32.204365
1,-34.198994,21.817518
1,-48.684605,27.73959
3,38.822292,30.049124
9,-24.401814,61.712227
2,35.86572,0.94647115
1,-58.497536,32.343967
9,-27.56585,61.900547
5,-6.5122967,-59.294342
1,-47.991764,29.603941
0,-19.770903,-18.562805
6,31.005194,-71.43498
9,-9.56638,19.916643
0,-52.342503,-52.480736
8,41.49673,-26.195322
1,-33.58822,17.48087
7,-24.599716,-0.8548096
